iteration,current_cost,best_cost,temperature
478,3.1106e+06,3.11008e+06,950.99
479,3.11034e+06,3.11008e+06,950.99
480,3.11034e+06,3.11008e+06,950.99
481,3.11034e+06,3.11008e+06,941.48
482,3.11034e+06,3.11008e+06,941.48
483,3.11065e+06,3.11008e+06,941.48
484,3.11065e+06,3.11008e+06,941.48
485,3.11065e+06,3.11008e+06,941.48
486,3.11059e+06,3.11008e+06,941.48
487,3.11059e+06,3.11008e+06,941.48
488,3.11059e+06,3.11008e+06,941.48
489,3.11059e+06,3.11008e+06,941.48
490,3.11059e+06,3.11008e+06,941.48
491,3.11059e+06,3.11008e+06,941.48
492,3.11059e+06,3.11008e+06,941.48
493,3.11059e+06,3.11008e+06,941.48
494,3.11059e+06,3.11008e+06,941.48
495,3.11059e+06,3.11008e+06,941.48
496,3.11056e+06,3.11008e+06,941.48
497,3.11056e+06,3.11008e+06,941.48
498,3.11056e+06,3.11008e+06,941.48
499,3.11143e+06,3.11008e+06,941.48
500,3.11184e+06,3.11008e+06,941.48
501,3.11184e+06,3.11008e+06,941.48
502,3.11184e+06,3.11008e+06,941.48
503,3.11184e+06,3.11008e+06,941.48
504,3.11184e+06,3.11008e+06,941.48
505,3.11184e+06,3.11008e+06,941.48
506,3.11184e+06,3.11008e+06,941.48
507,3.11184e+06,3.11008e+06,941.48
508,3.11184e+06,3.11008e+06,941.48
509,3.11184e+06,3.11008e+06,941.48
510,3.11184e+06,3.11008e+06,941.48
511,3.11184e+06,3.11008e+06,941.48
512,3.11151e+06,3.11008e+06,941.48
513,3.11151e+06,3.11008e+06,941.48
514,3.11151e+06,3.11008e+06,941.48
515,3.11151e+06,3.11008e+06,941.48
516,3.11151e+06,3.11008e+06,941.48
517,3.11151e+06,3.11008e+06,941.48
518,3.11151e+06,3.11008e+06,941.48
519,3.11061e+06,3.11008e+06,941.48
520,3.11061e+06,3.11008e+06,941.48
521,3.11061e+06,3.11008e+06,941.48
522,3.11061e+06,3.11008e+06,941.48
523,3.11061e+06,3.11008e+06,941.48
524,3.11061e+06,3.11008e+06,941.48
525,3.11061e+06,3.11008e+06,941.48
526,3.11061e+06,3.11008e+06,941.48
527,3.11061e+06,3.11008e+06,941.48
528,3.11012e+06,3.11008e+06,941.48
529,3.11012e+06,3.11008e+06,941.48
530,3.11012e+06,3.11008e+06,941.48
531,3.11101e+06,3.11008e+06,941.48
532,3.11101e+06,3.11008e+06,941.48
533,3.11091e+06,3.11008e+06,941.48
534,3.11091e+06,3.11008e+06,941.48
535,3.11091e+06,3.11008e+06,941.48
536,3.11091e+06,3.11008e+06,941.48
537,3.11091e+06,3.11008e+06,941.48
538,3.11052e+06,3.11008e+06,941.48
539,3.11052e+06,3.11008e+06,941.48
540,3.11052e+06,3.11008e+06,941.48
541,3.11052e+06,3.11008e+06,941.48
542,3.11052e+06,3.11008e+06,941.48
543,3.11052e+06,3.11008e+06,941.48
544,3.11052e+06,3.11008e+06,941.48
545,3.11052e+06,3.11008e+06,941.48
546,3.11052e+06,3.11008e+06,941.48
547,3.11052e+06,3.11008e+06,941.48
548,3.11052e+06,3.11008e+06,941.48
549,3.11052e+06,3.11008e+06,941.48
550,3.1114e+06,3.11008e+06,941.48
551,3.1114e+06,3.11008e+06,941.48
552,3.1114e+06,3.11008e+06,941.48
553,3.1114e+06,3.11008e+06,941.48
554,3.1114e+06,3.11008e+06,941.48
555,3.1114e+06,3.11008e+06,941.48
556,3.1114e+06,3.11008e+06,941.48
557,3.1114e+06,3.11008e+06,941.48
558,3.11088e+06,3.11008e+06,941.48
559,3.11088e+06,3.11008e+06,941.48
560,3.11069e+06,3.11008e+06,941.48
561,3.11069e+06,3.11008e+06,932.065
562,3.11069e+06,3.11008e+06,932.065
563,3.11069e+06,3.11008e+06,932.065
564,3.11069e+06,3.11008e+06,932.065
565,3.11069e+06,3.11008e+06,932.065
566,3.11069e+06,3.11008e+06,932.065
567,3.11069e+06,3.11008e+06,932.065
568,3.11069e+06,3.11008e+06,932.065
569,3.11069e+06,3.11008e+06,932.065
570,3.11069e+06,3.11008e+06,932.065
571,3.11069e+06,3.11008e+06,932.065
572,3.11069e+06,3.11008e+06,932.065
573,3.11069e+06,3.11008e+06,932.065
574,3.11069e+06,3.11008e+06,932.065
575,3.11069e+06,3.11008e+06,932.065
576,3.11033e+06,3.11008e+06,932.065
577,3.11033e+06,3.11008e+06,932.065
578,3.11033e+06,3.11008e+06,932.065
579,3.11053e+06,3.11008e+06,932.065
580,3.11053e+06,3.11008e+06,932.065
581,3.11053e+06,3.11008e+06,932.065
582,3.11053e+06,3.11008e+06,932.065
583,3.11053e+06,3.11008e+06,932.065
584,3.11053e+06,3.11008e+06,932.065
585,3.11053e+06,3.11008e+06,932.065
586,3.11053e+06,3.11008e+06,932.065
587,3.11053e+06,3.11008e+06,932.065
588,3.11053e+06,3.11008e+06,932.065
589,3.11053e+06,3.11008e+06,932.065
590,3.11053e+06,3.11008e+06,932.065
591,3.11053e+06,3.11008e+06,932.065
592,3.11053e+06,3.11008e+06,932.065
593,3.11053e+06,3.11008e+06,932.065
594,3.11079e+06,3.11008e+06,932.065
595,3.11079e+06,3.11008e+06,932.065
596,3.11079e+06,3.11008e+06,932.065
597,3.11079e+06,3.11008e+06,932.065
598,3.11079e+06,3.11008e+06,932.065
599,3.11079e+06,3.11008e+06,932.065
600,3.11079e+06,3.11008e+06,932.065
601,3.11079e+06,3.11008e+06,932.065
602,3.11079e+06,3.11008e+06,932.065
603,3.11079e+06,3.11008e+06,932.065
604,3.11079e+06,3.11008e+06,932.065
605,3.11079e+06,3.11008e+06,932.065
606,3.11079e+06,3.11008e+06,932.065
607,3.11079e+06,3.11008e+06,932.065
608,3.11079e+06,3.11008e+06,932.065
609,3.11079e+06,3.11008e+06,932.065
610,3.11079e+06,3.11008e+06,932.065
611,3.11079e+06,3.11008e+06,932.065
612,3.11079e+06,3.11008e+06,932.065
613,3.11079e+06,3.11008e+06,932.065
614,3.11079e+06,3.11008e+06,932.065
615,3.11053e+06,3.11008e+06,932.065
616,3.11053e+06,3.11008e+06,932.065
617,3.11053e+06,3.11008e+06,932.065
618,3.11053e+06,3.11008e+06,932.065
619,3.11053e+06,3.11008e+06,932.065
620,3.11053e+06,3.11008e+06,932.065
621,3.11053e+06,3.11008e+06,932.065
622,3.11053e+06,3.11008e+06,932.065
623,3.11053e+06,3.11008e+06,932.065
624,3.11053e+06,3.11008e+06,932.065
625,3.11033e+06,3.11008e+06,932.065
626,3.11053e+06,3.11008e+06,932.065
627,3.11053e+06,3.11008e+06,932.065
628,3.11053e+06,3.11008e+06,932.065
629,3.11053e+06,3.11008e+06,932.065
630,3.11053e+06,3.11008e+06,932.065
631,3.11053e+06,3.11008e+06,932.065
632,3.11053e+06,3.11008e+06,932.065
633,3.11053e+06,3.11008e+06,932.065
634,3.11053e+06,3.11008e+06,932.065
635,3.11053e+06,3.11008e+06,932.065
636,3.11053e+06,3.11008e+06,932.065
637,3.11053e+06,3.11008e+06,932.065
638,3.11053e+06,3.11008e+06,932.065
639,3.11053e+06,3.11008e+06,932.065
640,3.11053e+06,3.11008e+06,932.065
641,3.11053e+06,3.11008e+06,922.745
642,3.11053e+06,3.11008e+06,922.745
643,3.11053e+06,3.11008e+06,922.745
644,3.11053e+06,3.11008e+06,922.745
645,3.11053e+06,3.11008e+06,922.745
